profile_id,person_id,annual_income_k,income_bracket,spending_score,preferred_segment,loyalty_tier,loyalty_discount,preferred_category,num_purchases_yr
2268,3074,47,30k-50k,25,Budget,Gold,0.15,Casa,16
2269,2321,24,15k-30k,65,Value_Seeker,Gold,0.15,Alimentari,22
2270,4791,20,15k-30k,63,Value_Seeker,Bronze,0.05,Abbigliamento,3
2271,1751,18,15k-30k,30,Moderate,Platinum,0.25,Casa,11
2272,5324,10,<15k,100,Value_Seeker,Gold,0.15,Abbigliamento,12
2273,1196,9,<15k,38,Moderate,Bronze,0.05,Casa,7
2274,2668,24,15k-30k,69,Value_Seeker,Silver,0.1,Casa,6
2275,7484,20,15k-30k,80,Value_Seeker,Bronze,0.05,Casa,25
2276,2005,18,15k-30k,52,Moderate,Bronze,0.05,Abbigliamento,38
2277,6393,6,<15k,44,Moderate,Gold,0.15,Abbigliamento,29
2278,3237,13,<15k,45,Moderate,Platinum,0.25,Lusso,2
2279,648,7,<15k,54,Moderate,Silver,0.1,Sport,50
2280,2945,10,<15k,81,Value_Seeker,Gold,0.15,Casa,39
2281,3887,15,15k-30k,26,Budget,Bronze,0.05,Casa,9
2282,396,28,15k-30k,13,Budget,Silver,0.1,Casa,10
2283,2788,98,>50k,62,Enthusiast,Silver,0.1,Elettronica,14
2284,5601,15,15k-30k,61,Value_Seeker,Silver,0.1,Alimentari,29
2285,6772,38,30k-50k,84,Enthusiast,Gold,0.15,Sport,35
2286,5252,17,15k-30k,22,Budget,Bronze,0.05,Casa,40
2287,1259,8,<15k,57,Moderate,Bronze,0.05,Lusso,33
2288,6901,14,<15k,83,Value_Seeker,Silver,0.1,Alimentari,7
2289,6251,13,<15k,62,Value_Seeker,Gold,0.15,Abbigliamento,44
2290,6108,19,15k-30k,46,Moderate,Bronze,0.05,Alimentari,17
2291,2587,8,<15k,75,Value_Seeker,Bronze,0.05,Viaggi,36
2292,7496,7,<15k,48,Moderate,Bronze,0.05,Casa,9
2293,912,10,<15k,77,Value_Seeker,Silver,0.1,Abbigliamento,24
2294,2857,17,15k-30k,24,Budget,Bronze,0.05,Alimentari,11
2295,6109,25,15k-30k,19,Budget,Bronze,0.05,Abbigliamento,36
2296,1746,9,<15k,54,Moderate,Bronze,0.05,Abbigliamento,19
2297,3026,111,>50k,3,Budget,Gold,0.15,Casa,33
2298,532,18,15k-30k,51,Moderate,Gold,0.15,Alimentari,32
2299,1736,35,30k-50k,10,Budget,Platinum,0.25,Alimentari,12
2300,1629,25,15k-30k,55,Moderate,Gold,0.15,Casa,29
2301,430,28,15k-30k,53,Moderate,Bronze,0.05,Abbigliamento,35
2302,1808,20,15k-30k,48,Moderate,Silver,0.1,Alimentari,43
2303,4772,38,30k-50k,53,Moderate,Gold,0.15,Casa,41
2304,3607,36,30k-50k,49,Moderate,Silver,0.1,Casa,40
2305,3794,120,>50k,49,Moderate,Gold,0.15,Alimentari,18
2306,4879,99,>50k,91,Premium,Silver,0.1,Viaggi,8
2307,234,24,15k-30k,57,Moderate,Bronze,0.05,Alimentari,16
2308,6405,7,<15k,75,Value_Seeker,Silver,0.1,Casa,40
2309,2222,17,15k-30k,71,Value_Seeker,Silver,0.1,Alimentari,49
2310,4582,109,>50k,68,Enthusiast,Gold,0.15,Alimentari,27
2311,4305,12,<15k,100,Value_Seeker,Silver,0.1,Viaggi,13
2312,6830,41,30k-50k,48,Moderate,Silver,0.1,Alimentari,19
2313,6695,48,30k-50k,44,Moderate,Platinum,0.25,Alimentari,46
2314,5735,46,30k-50k,32,Moderate,Gold,0.15,Alimentari,1
2315,6662,97,>50k,49,Moderate,Gold,0.15,Abbigliamento,35
2316,6995,49,30k-50k,30,Moderate,Bronze,0.05,Sport,23
2317,4631,18,15k-30k,63,Value_Seeker,Gold,0.15,Abbigliamento,27
2318,6869,28,15k-30k,31,Moderate,Silver,0.1,Casa,15
2319,1995,21,15k-30k,51,Moderate,Bronze,0.05,Alimentari,41
2320,6182,8,<15k,71,Value_Seeker,Platinum,0.25,Casa,40
2321,818,20,15k-30k,53,Moderate,Platinum,0.25,Casa,48
2322,4387,13,<15k,42,Moderate,Silver,0.1,Abbigliamento,14
2323,5448,38,30k-50k,58,Moderate,Silver,0.1,Alimentari,12
2324,1697,57,>50k,53,Moderate,Silver,0.1,Alimentari,17
2325,4056,27,15k-30k,1,Budget,Silver,0.1,Alimentari,47
2326,136,5,<15k,40,Moderate,Silver,0.1,Alimentari,20
2327,4101,19,15k-30k,78,Value_Seeker,Silver,0.1,Sport,40
2328,1642,6,<15k,89,Value_Seeker,Platinum,0.25,Abbigliamento,36
2329,5773,102,>50k,65,Enthusiast,Bronze,0.05,Sport,9
2330,3722,18,15k-30k,65,Value_Seeker,Bronze,0.05,Sport,31
2331,1180,75,>50k,39,Moderate,Gold,0.15,Elettronica,41
2332,2987,15,15k-30k,44,Moderate,Silver,0.1,Abbigliamento,49
2333,2372,17,15k-30k,74,Value_Seeker,Silver,0.1,Casa,49
2334,4731,20,15k-30k,58,Moderate,Bronze,0.05,Casa,9
2335,1111,12,<15k,61,Value_Seeker,Bronze,0.05,Abbigliamento,24
2336,3414,93,>50k,51,Moderate,Gold,0.15,Sport,3
2337,2341,104,>50k,78,Premium,Gold,0.15,Sport,2
2338,3167,31,30k-50k,67,Enthusiast,Platinum,0.25,Elettronica,34
2339,5531,20,15k-30k,62,Value_Seeker,Silver,0.1,Alimentari,41
2340,5100,32,30k-50k,46,Moderate,Bronze,0.05,Abbigliamento,18
2341,1264,10,<15k,52,Moderate,Silver,0.1,Abbigliamento,40
2342,990,8,<15k,73,Value_Seeker,Gold,0.15,Alimentari,23
2343,1464,13,<15k,37,Moderate,Gold,0.15,Casa,40
2344,3662,9,<15k,42,Moderate,Gold,0.15,Viaggi,27
2345,5784,19,15k-30k,20,Budget,Bronze,0.05,Abbigliamento,28
2346,1739,7,<15k,84,Value_Seeker,Platinum,0.25,Elettronica,45
2347,5391,5,<15k,45,Moderate,Bronze,0.05,Alimentari,1
2348,6649,16,15k-30k,58,Moderate,Platinum,0.25,Casa,14
2349,3916,6,<15k,57,Moderate,Bronze,0.05,Alimentari,29
2350,6399,9,<15k,100,Value_Seeker,Silver,0.1,Viaggi,19
2351,5269,24,15k-30k,58,Moderate,Bronze,0.05,Abbigliamento,34
2352,1489,7,<15k,22,Budget,Silver,0.1,Alimentari,15
2353,6355,77,>50k,78,Premium,Platinum,0.25,Lusso,49
2354,5028,38,30k-50k,37,Moderate,Silver,0.1,Elettronica,10
2355,3130,49,30k-50k,40,Moderate,Bronze,0.05,Casa,13
2356,1228,11,<15k,46,Moderate,Platinum,0.25,Casa,8
2357,5335,115,>50k,58,Moderate,Gold,0.15,Alimentari,3
2358,4471,42,30k-50k,48,Moderate,Gold,0.15,Alimentari,17
2359,2894,45,30k-50k,32,Moderate,Silver,0.1,Viaggi,22
2360,7020,9,<15k,49,Moderate,Gold,0.15,Alimentari,50
2361,4504,14,<15k,62,Value_Seeker,Bronze,0.05,Elettronica,19
2362,3085,31,30k-50k,1,Budget,Bronze,0.05,Abbigliamento,29
2363,159,15,15k-30k,21,Budget,Bronze,0.05,Casa,15
2364,1589,18,15k-30k,83,Value_Seeker,Silver,0.1,Alimentari,6
2365,1479,29,15k-30k,56,Moderate,Bronze,0.05,Elettronica,1
2366,3555,37,30k-50k,34,Moderate,Silver,0.1,Sport,12
2367,4706,17,15k-30k,16,Budget,Silver,0.1,Alimentari,34
2368,3145,17,15k-30k,48,Moderate,Gold,0.15,Sport,30
2369,5514,25,15k-30k,69,Value_Seeker,Silver,0.1,Elettronica,9
2370,4028,30,30k-50k,97,Enthusiast,Silver,0.1,Elettronica,44
2371,7342,24,15k-30k,87,Value_Seeker,Gold,0.15,Alimentari,14
2372,5332,18,15k-30k,32,Moderate,Silver,0.1,Abbigliamento,28
2373,7238,7,<15k,50,Moderate,Bronze,0.05,Sport,5
2374,7232,25,15k-30k,20,Budget,Silver,0.1,Alimentari,26
2375,436,56,>50k,38,Moderate,Gold,0.15,Elettronica,16
2376,6537,102,>50k,50,Moderate,Platinum,0.25,Casa,19
2377,2960,24,15k-30k,42,Moderate,Silver,0.1,Elettronica,44
2378,5998,90,>50k,96,Premium,Silver,0.1,Lusso,49
2379,3878,97,>50k,28,Budget,Silver,0.1,Elettronica,12
2380,4994,27,15k-30k,49,Moderate,Silver,0.1,Elettronica,23
2381,2780,24,15k-30k,8,Budget,Bronze,0.05,Elettronica,3
2382,6097,36,30k-50k,51,Moderate,Gold,0.15,Elettronica,31
2383,5520,18,15k-30k,23,Budget,Platinum,0.25,Alimentari,22
2384,1590,67,>50k,77,Premium,Bronze,0.05,Elettronica,9
2385,4766,14,<15k,54,Moderate,Silver,0.1,Casa,33
2386,2951,34,30k-50k,16,Budget,Gold,0.15,Abbigliamento,4
2387,3939,62,>50k,12,Budget,Silver,0.1,Casa,50
2388,7109,46,30k-50k,25,Budget,Gold,0.15,Alimentari,9
2389,4816,20,15k-30k,54,Moderate,Silver,0.1,Abbigliamento,50
2390,2231,65,>50k,63,Enthusiast,Bronze,0.05,Abbigliamento,26
2391,4017,11,<15k,50,Moderate,Gold,0.15,Alimentari,30
2392,1497,6,<15k,78,Value_Seeker,Bronze,0.05,Alimentari,5
2393,449,18,15k-30k,27,Budget,Bronze,0.05,Casa,20
2394,2369,66,>50k,1,Budget,Silver,0.1,Alimentari,12
2395,4713,25,15k-30k,55,Moderate,Bronze,0.05,Elettronica,31
2396,4296,9,<15k,85,Value_Seeker,Bronze,0.05,Alimentari,17
2397,3817,15,15k-30k,75,Value_Seeker,Silver,0.1,Sport,50
2398,4660,60,>50k,29,Budget,Platinum,0.25,Abbigliamento,42
2399,5818,59,>50k,44,Moderate,Bronze,0.05,Sport,32
2400,4418,14,<15k,74,Value_Seeker,Bronze,0.05,Sport,10
2401,4914,12,<15k,47,Moderate,Silver,0.1,Abbigliamento,34
2402,2092,20,15k-30k,52,Moderate,Bronze,0.05,Sport,3
2403,1313,17,15k-30k,35,Moderate,Silver,0.1,Casa,25
2404,187,18,15k-30k,28,Budget,Gold,0.15,Casa,40
2405,4230,27,15k-30k,32,Moderate,Bronze,0.05,Sport,34
2406,3842,11,<15k,79,Value_Seeker,Gold,0.15,Abbigliamento,50
2407,3426,29,15k-30k,50,Moderate,Bronze,0.05,Viaggi,18
2408,1381,21,15k-30k,75,Value_Seeker,Gold,0.15,Casa,36
2409,4602,6,<15k,70,Value_Seeker,Gold,0.15,Sport,43
2410,941,58,>50k,87,Premium,Gold,0.15,Abbigliamento,32
2411,801,7,<15k,76,Value_Seeker,Platinum,0.25,Elettronica,27
2412,3606,35,30k-50k,60,Enthusiast,Platinum,0.25,Casa,48
2413,7029,9,<15k,57,Moderate,Silver,0.1,Lusso,50
2414,2750,23,15k-30k,100,Value_Seeker,Gold,0.15,Elettronica,30
2415,3996,20,15k-30k,52,Moderate,Gold,0.15,Alimentari,24
2416,4608,20,15k-30k,10,Budget,Bronze,0.05,Alimentari,29
2417,4781,29,15k-30k,55,Moderate,Bronze,0.05,Elettronica,11
2418,256,11,<15k,40,Moderate,Gold,0.15,Alimentari,12
2419,3199,18,15k-30k,70,Value_Seeker,Silver,0.1,Casa,14
2420,2235,46,30k-50k,59,Moderate,Silver,0.1,Sport,19
2421,1767,10,<15k,56,Moderate,Gold,0.15,Abbigliamento,42
2422,5144,7,<15k,42,Moderate,Silver,0.1,Elettronica,11
2423,5928,8,<15k,62,Value_Seeker,Gold,0.15,Elettronica,36
2424,1088,103,>50k,42,Moderate,Silver,0.1,Abbigliamento,12
2425,5659,8,<15k,75,Value_Seeker,Bronze,0.05,Abbigliamento,47
2426,2694,18,15k-30k,61,Value_Seeker,Gold,0.15,Casa,30
2427,3398,5,<15k,100,Value_Seeker,Bronze,0.05,Casa,42
2428,3559,28,15k-30k,41,Moderate,Bronze,0.05,Casa,18
2429,2311,26,15k-30k,43,Moderate,Bronze,0.05,Abbigliamento,29
2430,5021,46,30k-50k,41,Moderate,Platinum,0.25,Casa,33
2431,3805,8,<15k,57,Moderate,Gold,0.15,Viaggi,23
2432,695,23,15k-30k,70,Value_Seeker,Platinum,0.25,Viaggi,32
2433,4385,41,30k-50k,39,Moderate,Platinum,0.25,Abbigliamento,21
2434,5456,5,<15k,99,Value_Seeker,Bronze,0.05,Viaggi,23
2435,1227,81,>50k,66,Enthusiast,Gold,0.15,Abbigliamento,5
2436,276,8,<15k,50,Moderate,Bronze,0.05,Casa,46
2437,5556,24,15k-30k,35,Moderate,Bronze,0.05,Elettronica,30
2438,1833,12,<15k,80,Value_Seeker,Silver,0.1,Sport,32
2439,5943,39,30k-50k,45,Moderate,Gold,0.15,Sport,38
2440,6898,9,<15k,60,Enthusiast,Bronze,0.05,Sport,19
2441,4515,12,<15k,48,Moderate,Bronze,0.05,Elettronica,5
2442,1137,7,<15k,58,Moderate,Bronze,0.05,Alimentari,17
2443,5004,18,15k-30k,37,Moderate,Gold,0.15,Abbigliamento,39
2444,5229,15,15k-30k,77,Value_Seeker,Bronze,0.05,Alimentari,19
2445,942,25,15k-30k,64,Value_Seeker,Platinum,0.25,Viaggi,17
2446,1036,25,15k-30k,46,Moderate,Gold,0.15,Sport,48
2447,6044,21,15k-30k,46,Moderate,Silver,0.1,Sport,12
2448,1346,34,30k-50k,46,Moderate,Platinum,0.25,Sport,44
2449,3646,5,<15k,59,Moderate,Bronze,0.05,Alimentari,25
2450,4075,9,<15k,40,Moderate,Silver,0.1,Elettronica,25
2451,880,21,15k-30k,11,Budget,Silver,0.1,Alimentari,23
2452,6597,18,15k-30k,34,Moderate,Bronze,0.05,Elettronica,34
2453,7462,33,30k-50k,42,Moderate,Platinum,0.25,Viaggi,16
2454,5687,40,30k-50k,30,Moderate,Gold,0.15,Casa,47
2455,5436,25,15k-30k,66,Value_Seeker,Silver,0.1,Alimentari,13
2456,3822,40,30k-50k,40,Moderate,Bronze,0.05,Abbigliamento,34
2457,1710,14,<15k,97,Value_Seeker,Bronze,0.05,Abbigliamento,42
2458,6189,96,>50k,43,Moderate,Gold,0.15,Lusso,37
2459,81,13,<15k,62,Value_Seeker,Bronze,0.05,Abbigliamento,22
2460,3021,38,30k-50k,39,Moderate,Silver,0.1,Abbigliamento,26
2461,1972,19,15k-30k,58,Moderate,Bronze,0.05,Viaggi,39
2462,1714,8,<15k,81,Value_Seeker,Silver,0.1,Viaggi,6
2463,3825,8,<15k,72,Value_Seeker,Bronze,0.05,Alimentari,45
2464,6487,18,15k-30k,9,Budget,Gold,0.15,Alimentari,28
2465,4838,22,15k-30k,59,Moderate,Gold,0.15,Casa,38
2466,1946,11,<15k,39,Moderate,Bronze,0.05,Alimentari,12
2467,4626,7,<15k,53,Moderate,Gold,0.15,Casa,10
2468,6586,10,<15k,73,Value_Seeker,Silver,0.1,Sport,39
2469,7281,25,15k-30k,27,Budget,Silver,0.1,Alimentari,45
2470,3488,24,15k-30k,73,Value_Seeker,Bronze,0.05,Abbigliamento,8
2471,5216,16,15k-30k,42,Moderate,Bronze,0.05,Viaggi,35
2472,3833,10,<15k,100,Value_Seeker,Silver,0.1,Viaggi,24
2473,694,17,15k-30k,51,Moderate,Bronze,0.05,Abbigliamento,13
2474,7323,10,<15k,94,Value_Seeker,Silver,0.1,Abbigliamento,25
2475,5822,20,15k-30k,73,Value_Seeker,Bronze,0.05,Casa,36
2476,3375,16,15k-30k,37,Moderate,Platinum,0.25,Elettronica,20
2477,665,26,15k-30k,23,Budget,Gold,0.15,Elettronica,30
2478,4908,45,30k-50k,47,Moderate,Gold,0.15,Elettronica,37
2479,6126,13,<15k,48,Moderate,Silver,0.1,Viaggi,9
2480,5412,14,<15k,91,Value_Seeker,Platinum,0.25,Elettronica,49
2481,1017,21,15k-30k,45,Moderate,Gold,0.15,Sport,22
2482,557,6,<15k,53,Moderate,Silver,0.1,Abbigliamento,30
2483,4942,66,>50k,27,Budget,Silver,0.1,Abbigliamento,15
2484,7145,22,15k-30k,58,Moderate,Silver,0.1,Casa,28
2485,4331,26,15k-30k,26,Budget,Bronze,0.05,Casa,13
2486,7009,16,15k-30k,58,Moderate,Bronze,0.05,Alimentari,47
2487,3829,13,<15k,71,Value_Seeker,Silver,0.1,Alimentari,2
2488,3732,33,30k-50k,30,Moderate,Silver,0.1,Elettronica,26
2489,4883,27,15k-30k,69,Value_Seeker,Bronze,0.05,Alimentari,34
2490,3630,27,15k-30k,44,Moderate,Bronze,0.05,Abbigliamento,46
2491,7320,14,<15k,30,Moderate,Gold,0.15,Viaggi,7
2492,3162,8,<15k,90,Value_Seeker,Platinum,0.25,Casa,5
2493,5318,35,30k-50k,26,Budget,Silver,0.1,Alimentari,16
2494,6894,12,<15k,70,Value_Seeker,Bronze,0.05,Casa,2
2495,6402,25,15k-30k,58,Moderate,Gold,0.15,Lusso,8
2496,5300,8,<15k,67,Value_Seeker,Bronze,0.05,Alimentari,12
2497,6627,41,30k-50k,52,Moderate,Gold,0.15,Alimentari,8
2498,998,14,<15k,40,Moderate,Bronze,0.05,Alimentari,5
2499,2834,29,15k-30k,83,Value_Seeker,Bronze,0.05,Alimentari,23
2500,6378,44,30k-50k,64,Enthusiast,Bronze,0.05,Elettronica,8
2501,1237,36,30k-50k,54,Moderate,Platinum,0.25,Alimentari,21
2502,1134,23,15k-30k,23,Budget,Silver,0.1,Elettronica,44
2503,1303,23,15k-30k,30,Moderate,Bronze,0.05,Elettronica,38
2504,358,6,<15k,73,Value_Seeker,Platinum,0.25,Elettronica,13
2505,5649,22,15k-30k,9,Budget,Platinum,0.25,Casa,6
2506,5489,23,15k-30k,56,Moderate,Silver,0.1,Alimentari,44
2507,5362,12,<15k,33,Moderate,Silver,0.1,Casa,7
2508,6064,5,<15k,42,Moderate,Bronze,0.05,Elettronica,9
2509,5160,15,15k-30k,21,Budget,Bronze,0.05,Elettronica,4
2510,2721,24,15k-30k,54,Moderate,Silver,0.1,Lusso,15
2511,1932,75,>50k,77,Premium,Silver,0.1,Lusso,37
2512,4553,15,15k-30k,56,Moderate,Platinum,0.25,Abbigliamento,30
2513,6783,10,<15k,69,Value_Seeker,Silver,0.1,Abbigliamento,46
2514,785,47,30k-50k,48,Moderate,Gold,0.15,Casa,25
2515,123,14,<15k,73,Value_Seeker,Silver,0.1,Casa,43
2516,5361,13,<15k,69,Value_Seeker,Bronze,0.05,Casa,39
2517,2309,111,>50k,1,Budget,Gold,0.15,Alimentari,31
2518,7087,17,15k-30k,68,Value_Seeker,Bronze,0.05,Casa,18
2519,1257,12,<15k,76,Value_Seeker,Bronze,0.05,Alimentari,22
2520,1178,76,>50k,47,Moderate,Platinum,0.25,Abbigliamento,13
2521,3650,10,<15k,20,Budget,Silver,0.1,Abbigliamento,23
2522,5749,15,15k-30k,54,Moderate,Gold,0.15,Casa,35
2523,1399,44,30k-50k,51,Moderate,Bronze,0.05,Elettronica,36
2524,1457,43,30k-50k,36,Moderate,Silver,0.1,Casa,8
2525,1054,24,15k-30k,53,Moderate,Silver,0.1,Alimentari,7
2526,3275,39,30k-50k,66,Enthusiast,Bronze,0.05,Elettronica,18
2527,929,49,30k-50k,92,Enthusiast,Silver,0.1,Lusso,9
2528,6726,15,15k-30k,52,Moderate,Silver,0.1,Abbigliamento,45
2529,1829,19,15k-30k,56,Moderate,Bronze,0.05,Alimentari,1
2530,6359,107,>50k,38,Moderate,Platinum,0.25,Alimentari,36
2531,4974,84,>50k,44,Moderate,Gold,0.15,Elettronica,37
2532,2011,7,<15k,57,Moderate,Silver,0.1,Alimentari,46
2533,5683,11,<15k,83,Value_Seeker,Silver,0.1,Alimentari,5
2534,5095,113,>50k,71,Premium,Silver,0.1,Abbigliamento,29
2535,7196,16,15k-30k,88,Value_Seeker,Bronze,0.05,Alimentari,2
2536,3264,94,>50k,25,Budget,Silver,0.1,Casa,26
2537,3361,44,30k-50k,18,Budget,Gold,0.15,Casa,46
2538,5591,85,>50k,77,Premium,Bronze,0.05,Sport,30
2539,6900,26,15k-30k,78,Value_Seeker,Silver,0.1,Abbigliamento,3
2540,3134,61,>50k,55,Moderate,Silver,0.1,Elettronica,37
2541,2242,5,<15k,1,Budget,Silver,0.1,Alimentari,11
2542,1474,20,15k-30k,35,Moderate,Silver,0.1,Casa,16
2543,3435,38,30k-50k,51,Moderate,Platinum,0.25,Alimentari,37
2544,4020,25,15k-30k,32,Moderate,Gold,0.15,Abbigliamento,4
2545,6368,102,>50k,58,Moderate,Gold,0.15,Casa,21
2546,6791,13,<15k,97,Value_Seeker,Silver,0.1,Abbigliamento,4
2547,7480,27,15k-30k,78,Value_Seeker,Silver,0.1,Sport,2
2548,7266,92,>50k,71,Premium,Silver,0.1,Elettronica,39
2549,2282,12,<15k,58,Moderate,Gold,0.15,Sport,19
2550,5080,12,<15k,50,Moderate,Bronze,0.05,Alimentari,2
2551,4923,36,30k-50k,60,Enthusiast,Gold,0.15,Casa,12
2552,6382,9,<15k,60,Enthusiast,Bronze,0.05,Elettronica,8
2553,3585,11,<15k,61,Value_Seeker,Silver,0.1,Viaggi,3
2554,5330,35,30k-50k,13,Budget,Gold,0.15,Alimentari,30
2555,3189,18,15k-30k,35,Moderate,Bronze,0.05,Abbigliamento,9
2556,909,6,<15k,75,Value_Seeker,Bronze,0.05,Abbigliamento,50
2557,1842,48,30k-50k,22,Budget,Platinum,0.25,Casa,49
2558,2702,13,<15k,65,Value_Seeker,Silver,0.1,Alimentari,32
2559,6165,22,15k-30k,58,Moderate,Silver,0.1,Sport,46
2560,331,25,15k-30k,59,Moderate,Bronze,0.05,Alimentari,16
2561,4394,14,<15k,71,Value_Seeker,Platinum,0.25,Casa,27
2562,4417,12,<15k,72,Value_Seeker,Gold,0.15,Sport,47
2563,1774,58,>50k,42,Moderate,Gold,0.15,Alimentari,5
2564,4898,28,15k-30k,20,Budget,Silver,0.1,Alimentari,6
2565,2686,13,<15k,42,Moderate,Bronze,0.05,Sport,12
2566,6088,24,15k-30k,64,Value_Seeker,Bronze,0.05,Alimentari,7
2567,5542,9,<15k,35,Moderate,Bronze,0.05,Alimentari,34
2568,6755,6,<15k,39,Moderate,Bronze,0.05,Viaggi,38
2569,5638,14,<15k,39,Moderate,Silver,0.1,Casa,30
2570,173,11,<15k,23,Budget,Silver,0.1,Abbigliamento,38
2571,3311,11,<15k,37,Moderate,Bronze,0.05,Sport,11
2572,4490,14,<15k,80,Value_Seeker,Silver,0.1,Alimentari,45
2573,5879,10,<15k,45,Moderate,Bronze,0.05,Alimentari,38
2574,3403,97,>50k,20,Budget,Silver,0.1,Alimentari,26
2575,18,93,>50k,44,Moderate,Silver,0.1,Casa,18
2576,2174,20,15k-30k,60,Enthusiast,Gold,0.15,Casa,25
2577,4537,40,30k-50k,8,Budget,Bronze,0.05,Alimentari,25
2578,182,10,<15k,79,Value_Seeker,Silver,0.1,Casa,27
2579,5857,15,15k-30k,21,Budget,Bronze,0.05,Abbigliamento,43
2580,1812,110,>50k,47,Moderate,Gold,0.15,Elettronica,31
2581,5985,27,15k-30k,41,Moderate,Bronze,0.05,Sport,39
2582,1800,16,15k-30k,38,Moderate,Bronze,0.05,Casa,17
2583,4885,45,30k-50k,43,Moderate,Gold,0.15,Abbigliamento,17
2584,5213,115,>50k,70,Enthusiast,Silver,0.1,Sport,47
2585,4983,17,15k-30k,49,Moderate,Silver,0.1,Abbigliamento,31
2586,1159,19,15k-30k,37,Moderate,Bronze,0.05,Alimentari,30
2587,4606,6,<15k,69,Value_Seeker,Silver,0.1,Viaggi,45
2588,5733,14,<15k,64,Value_Seeker,Bronze,0.05,Alimentari,1
2589,1644,14,<15k,46,Moderate,Platinum,0.25,Abbigliamento,18
2590,2140,23,15k-30k,50,Moderate,Silver,0.1,Abbigliamento,38
2591,6055,17,15k-30k,34,Moderate,Silver,0.1,Abbigliamento,4
2592,729,90,>50k,37,Moderate,Platinum,0.25,Elettronica,17
2593,1936,19,15k-30k,66,Value_Seeker,Bronze,0.05,Casa,33
2594,3793,43,30k-50k,53,Moderate,Silver,0.1,Abbigliamento,1
2595,6996,29,15k-30k,65,Value_Seeker,Platinum,0.25,Alimentari,40
2596,6470,35,30k-50k,57,Moderate,Gold,0.15,Casa,45
2597,5340,46,30k-50k,27,Budget,Gold,0.15,Abbigliamento,23
2598,6091,23,15k-30k,70,Value_Seeker,Gold,0.15,Alimentari,8
2599,2998,27,15k-30k,44,Moderate,Bronze,0.05,Casa,15
2600,1185,8,<15k,78,Value_Seeker,Silver,0.1,Alimentari,30
2601,2007,17,15k-30k,47,Moderate,Bronze,0.05,Casa,20
2602,193,49,30k-50k,51,Moderate,Gold,0.15,Lusso,37
2603,2395,54,>50k,61,Enthusiast,Silver,0.1,Abbigliamento,40
2604,7427,36,30k-50k,61,Enthusiast,Silver,0.1,Alimentari,29
2605,1846,32,30k-50k,12,Budget,Silver,0.1,Casa,46
2606,4274,22,15k-30k,18,Budget,Bronze,0.05,Abbigliamento,16
2607,3740,7,<15k,73,Value_Seeker,Platinum,0.25,Viaggi,21
2608,4803,10,<15k,67,Value_Seeker,Bronze,0.05,Viaggi,31
2609,7130,17,15k-30k,34,Moderate,Gold,0.15,Casa,6
2610,2073,21,15k-30k,57,Moderate,Gold,0.15,Alimentari,19
2611,1896,14,<15k,31,Moderate,Silver,0.1,Abbigliamento,50
2612,6752,17,15k-30k,100,Value_Seeker,Gold,0.15,Casa,7
2613,2379,91,>50k,81,Premium,Silver,0.1,Sport,4
2614,1447,11,<15k,72,Value_Seeker,Silver,0.1,Abbigliamento,27
2615,342,28,15k-30k,51,Moderate,Bronze,0.05,Casa,46
2616,727,40,30k-50k,32,Moderate,Bronze,0.05,Alimentari,45
2617,976,10,<15k,33,Moderate,Bronze,0.05,Abbigliamento,12
2618,7199,6,<15k,57,Moderate,Gold,0.15,Elettronica,33
2619,3940,41,30k-50k,27,Budget,Platinum,0.25,Sport,20
2620,6889,52,>50k,38,Moderate,Bronze,0.05,Alimentari,28
2621,1492,104,>50k,26,Budget,Silver,0.1,Alimentari,30
2622,5477,27,15k-30k,54,Moderate,Gold,0.15,Alimentari,36
2623,2315,26,15k-30k,42,Moderate,Bronze,0.05,Abbigliamento,16
2624,6963,64,>50k,65,Enthusiast,Gold,0.15,Elettronica,19
2625,6907,29,15k-30k,59,Moderate,Silver,0.1,Elettronica,20
2626,7074,35,30k-50k,49,Moderate,Gold,0.15,Elettronica,24
2627,67,40,30k-50k,98,Enthusiast,Bronze,0.05,Casa,20
2628,4512,15,15k-30k,66,Value_Seeker,Bronze,0.05,Elettronica,36
2629,5907,14,<15k,34,Moderate,Silver,0.1,Sport,28
2630,2367,78,>50k,64,Enthusiast,Platinum,0.25,Elettronica,32
2631,4450,23,15k-30k,48,Moderate,Silver,0.1,Casa,40
2632,4999,108,>50k,28,Budget,Gold,0.15,Elettronica,34
2633,2512,16,15k-30k,21,Budget,Bronze,0.05,Abbigliamento,12
2634,2723,28,15k-30k,59,Moderate,Bronze,0.05,Abbigliamento,21
2635,6389,29,15k-30k,63,Value_Seeker,Bronze,0.05,Elettronica,26
2636,7143,8,<15k,39,Moderate,Silver,0.1,Casa,41
2637,1143,14,<15k,79,Value_Seeker,Bronze,0.05,Alimentari,13
2638,6435,24,15k-30k,55,Moderate,Gold,0.15,Elettronica,25
2639,3789,19,15k-30k,73,Value_Seeker,Silver,0.1,Casa,41
2640,6587,14,<15k,81,Value_Seeker,Bronze,0.05,Alimentari,25
2641,5865,10,<15k,56,Moderate,Silver,0.1,Viaggi,41
2642,6927,48,30k-50k,77,Enthusiast,Silver,0.1,Elettronica,8
2643,4365,8,<15k,37,Moderate,Bronze,0.05,Casa,31
2644,423,18,15k-30k,97,Value_Seeker,Bronze,0.05,Elettronica,27
