link_id,source_id,target_id,platform,link_type,strength,created_year
37841,4152,5934,twitter,follows,N/A,2010
37842,7054,4413,facebook,friend,medium,2011
37843,7054,7419,facebook,friend,medium,2019
37844,7054,732,facebook,friend,weak,2013
37845,7054,6486,facebook,friend,strong,2008
37846,7054,2757,facebook,friend,weak,2008
37847,7054,2503,facebook,friend,medium,2020
37848,7054,3980,facebook,friend,medium,2023
37849,7054,6174,facebook,friend,weak,2017
37850,7054,3990,twitter,follows,N/A,2006
37851,7054,3745,twitter,follows,N/A,2013
37852,7054,216,twitter,follows,N/A,2016
37853,7054,3016,twitter,follows,N/A,2013
37854,7054,6099,twitter,follows,N/A,2018
37855,7054,2148,twitter,follows,N/A,2009
37856,7054,1516,twitter,follows,N/A,2019
37857,7054,4704,twitter,follows,N/A,2010
37858,7054,2572,twitter,follows,N/A,2009
37859,7054,5967,twitter,follows,N/A,2011
37860,7054,3933,twitter,follows,N/A,2006
37861,617,6238,facebook,friend,strong,2017
37862,617,6064,facebook,friend,weak,2023
37863,617,1946,facebook,friend,strong,2009
37864,617,767,facebook,friend,weak,2016
37865,617,6899,facebook,friend,medium,2023
37866,617,2762,facebook,friend,strong,2010
37867,617,5082,facebook,friend,strong,2021
37868,617,829,twitter,follows,N/A,2017
37869,617,1430,twitter,follows,N/A,2009
37870,617,230,twitter,follows,N/A,2016
37871,617,2384,twitter,follows,N/A,2017
37872,617,2969,twitter,follows,N/A,2022
37873,617,1644,twitter,follows,N/A,2015
37874,617,5248,twitter,follows,N/A,2014
37875,617,4666,twitter,follows,N/A,2023
37876,2093,5523,facebook,friend,medium,2016
37877,2093,6376,facebook,friend,medium,2012
37878,2093,3283,facebook,friend,weak,2010
37879,2093,670,facebook,friend,weak,2015
37880,2093,5775,facebook,friend,medium,2013
37881,2093,2555,facebook,friend,strong,2009
37882,2093,6500,facebook,friend,strong,2021
37883,2093,6263,facebook,friend,strong,2012
37884,2093,3963,twitter,follows,N/A,2006
37885,2093,4017,twitter,follows,N/A,2015
37886,2093,3582,twitter,follows,N/A,2012
37887,2093,4109,twitter,follows,N/A,2012
37888,2093,1237,twitter,follows,N/A,2018
37889,2093,5832,twitter,follows,N/A,2006
37890,2093,3774,twitter,follows,N/A,2013
37891,2093,6041,twitter,follows,N/A,2021
37892,2093,5294,twitter,follows,N/A,2016
37893,2093,2982,twitter,follows,N/A,2017
37894,5566,948,facebook,friend,medium,2008
37895,5566,5318,facebook,friend,medium,2011
37896,5566,3762,facebook,friend,weak,2008
37897,5566,483,twitter,follows,N/A,2023
37898,5566,2896,twitter,follows,N/A,2017
37899,5566,4490,twitter,follows,N/A,2017
37900,5566,4014,twitter,follows,N/A,2009
37901,5566,5143,twitter,follows,N/A,2012
37902,5566,3464,twitter,follows,N/A,2014
37903,5566,7276,twitter,follows,N/A,2011
37904,5566,3104,twitter,follows,N/A,2019
37905,82,4166,facebook,friend,weak,2016
37906,82,1977,facebook,friend,weak,2008
37907,82,262,facebook,friend,medium,2023
37908,82,6789,facebook,friend,medium,2017
37909,82,2870,facebook,friend,weak,2012
37910,82,6748,facebook,friend,weak,2012
37911,82,4532,twitter,follows,N/A,2021
37912,82,6881,twitter,follows,N/A,2022
37913,82,6412,twitter,follows,N/A,2021
37914,82,4476,twitter,follows,N/A,2012
37915,82,4170,twitter,follows,N/A,2022
37916,82,754,twitter,follows,N/A,2017
37917,82,555,twitter,follows,N/A,2010
37918,82,2047,twitter,follows,N/A,2011
37919,82,2511,twitter,follows,N/A,2019
37920,816,431,facebook,friend,strong,2019
37921,816,5992,facebook,friend,weak,2020
37922,816,4293,facebook,friend,weak,2014
37923,816,5945,facebook,friend,weak,2022
37924,816,3359,facebook,friend,weak,2017
37925,816,3848,twitter,follows,N/A,2019
37926,816,3056,twitter,follows,N/A,2021
37927,816,3208,twitter,follows,N/A,2010
37928,816,704,twitter,follows,N/A,2023
37929,816,385,twitter,follows,N/A,2010
37930,816,2419,twitter,follows,N/A,2011
37931,816,6262,twitter,follows,N/A,2007
37932,816,2533,twitter,follows,N/A,2012
37933,816,5149,twitter,follows,N/A,2010
37934,816,2891,twitter,follows,N/A,2023
37935,1030,5402,facebook,friend,strong,2014
37936,1030,5631,facebook,friend,weak,2021
37937,1030,4570,facebook,friend,medium,2022
37938,1030,2825,facebook,friend,strong,2009
37939,1030,6111,facebook,friend,medium,2020
37940,1030,2450,facebook,friend,weak,2015
37941,1030,7160,twitter,follows,N/A,2008
37942,1030,5769,twitter,follows,N/A,2013
37943,1030,3627,twitter,follows,N/A,2020
37944,1030,7215,twitter,follows,N/A,2020
37945,1030,712,twitter,follows,N/A,2016
37946,1030,6446,twitter,follows,N/A,2017
37947,1030,6078,twitter,follows,N/A,2019
37948,1030,4016,twitter,follows,N/A,2007
37949,1030,6505,twitter,follows,N/A,2016
37950,1030,6579,twitter,follows,N/A,2022
37951,1030,659,twitter,follows,N/A,2021
37952,1030,691,twitter,follows,N/A,2015
37953,5813,2745,facebook,friend,medium,2012
37954,5813,2681,facebook,friend,weak,2021
37955,5813,204,facebook,friend,medium,2012
37956,5813,5195,facebook,friend,medium,2012
37957,5813,708,facebook,friend,medium,2014
37958,5813,4703,facebook,friend,strong,2014
37959,5813,6226,twitter,follows,N/A,2009
37960,5813,5053,twitter,follows,N/A,2007
37961,5813,5679,twitter,follows,N/A,2017
37962,5813,1491,twitter,follows,N/A,2021
37963,5813,1925,twitter,follows,N/A,2022
37964,5813,3970,twitter,follows,N/A,2020
37965,300,2767,facebook,friend,medium,2017
37966,300,1493,facebook,friend,medium,2018
37967,300,4038,facebook,friend,strong,2019
37968,300,3585,facebook,friend,weak,2010
37969,300,5946,facebook,friend,weak,2019
37970,300,3540,facebook,friend,weak,2010
37971,300,1153,facebook,friend,weak,2020
37972,300,6321,facebook,friend,medium,2015
37973,300,1979,twitter,follows,N/A,2012
37974,300,625,twitter,follows,N/A,2011
37975,300,5936,twitter,follows,N/A,2015
37976,300,5109,twitter,follows,N/A,2009
37977,300,4600,twitter,follows,N/A,2018
37978,300,1368,twitter,follows,N/A,2023
37979,300,5513,twitter,follows,N/A,2007
37980,300,3315,twitter,follows,N/A,2010
37981,300,7153,twitter,follows,N/A,2021
37982,300,4634,twitter,follows,N/A,2010
37983,300,4466,twitter,follows,N/A,2020
37984,300,2198,twitter,follows,N/A,2018
37985,6794,6512,facebook,friend,strong,2017
37986,6794,3776,facebook,friend,strong,2014
37987,6794,1343,facebook,friend,medium,2013
37988,6794,4757,facebook,friend,medium,2021
37989,6794,6299,twitter,follows,N/A,2019
37990,6794,3926,twitter,follows,N/A,2014
37991,6794,3836,twitter,follows,N/A,2015
37992,6794,5535,twitter,follows,N/A,2020
37993,6794,1581,twitter,follows,N/A,2013
37994,6794,6479,twitter,follows,N/A,2014
37995,6794,1463,twitter,follows,N/A,2017
37996,6794,6889,twitter,follows,N/A,2013
37997,1472,6361,facebook,friend,medium,2013
37998,1472,2158,facebook,friend,weak,2019
37999,1472,5891,facebook,friend,strong,2016
38000,1472,3933,facebook,friend,medium,2017
38001,1472,5536,twitter,follows,N/A,2009
38002,1472,609,twitter,follows,N/A,2018
38003,1472,5663,twitter,follows,N/A,2009
38004,1472,3581,twitter,follows,N/A,2023
38005,1472,3883,twitter,follows,N/A,2021
38006,1472,2419,twitter,follows,N/A,2015
38007,1472,6786,twitter,follows,N/A,2014
38008,1472,5187,twitter,follows,N/A,2019
38009,1472,2167,twitter,follows,N/A,2010
38010,1472,2857,twitter,follows,N/A,2017
38011,1472,6051,twitter,follows,N/A,2012
38012,1472,2275,twitter,follows,N/A,2022
38013,283,2575,facebook,friend,weak,2009
38014,283,648,facebook,friend,weak,2012
38015,283,7177,facebook,friend,weak,2018
38016,283,7057,facebook,friend,weak,2019
38017,283,4716,twitter,follows,N/A,2021
38018,283,1150,twitter,follows,N/A,2015
38019,283,5758,twitter,follows,N/A,2011
38020,283,6340,twitter,follows,N/A,2008
38021,283,1061,twitter,follows,N/A,2008
38022,283,3120,twitter,follows,N/A,2023
38023,283,2490,twitter,follows,N/A,2014
38024,283,6403,twitter,follows,N/A,2010
38025,283,3577,twitter,follows,N/A,2012
38026,2028,2214,facebook,friend,medium,2016
38027,2028,920,facebook,friend,weak,2008
38028,2028,5900,twitter,follows,N/A,2016
38029,2028,2793,twitter,follows,N/A,2013
38030,2028,2594,twitter,follows,N/A,2021
38031,2028,3637,twitter,follows,N/A,2020
38032,6842,2083,facebook,friend,medium,2018
38033,6842,4388,facebook,friend,weak,2020
38034,6842,3947,facebook,friend,strong,2023
38035,6842,3944,facebook,friend,weak,2015
38036,6842,3769,facebook,friend,medium,2021
38037,6842,6646,twitter,follows,N/A,2010
38038,6842,4130,twitter,follows,N/A,2021
38039,6842,3593,twitter,follows,N/A,2020
38040,6842,2061,twitter,follows,N/A,2017
38041,6842,1170,twitter,follows,N/A,2013
38042,6842,1174,twitter,follows,N/A,2008
38043,4590,3086,facebook,friend,weak,2012
38044,4590,2113,facebook,friend,strong,2021
38045,4590,491,facebook,friend,strong,2009
38046,4590,2928,facebook,friend,strong,2013
38047,4590,707,facebook,friend,weak,2014
38048,4590,6812,twitter,follows,N/A,2014
38049,4590,4306,twitter,follows,N/A,2013
38050,4590,3301,twitter,follows,N/A,2013
38051,4590,377,twitter,follows,N/A,2010
38052,4590,3200,twitter,follows,N/A,2014
38053,4590,3462,twitter,follows,N/A,2008
38054,4590,2855,twitter,follows,N/A,2018
38055,4590,61,twitter,follows,N/A,2011
38056,4590,4419,twitter,follows,N/A,2007
38057,4590,2979,twitter,follows,N/A,2013
38058,4590,6743,twitter,follows,N/A,2017
38059,4590,3097,twitter,follows,N/A,2022
38060,5946,1595,facebook,friend,medium,2010
38061,5946,2524,facebook,friend,medium,2016
38062,5946,5205,facebook,friend,medium,2018
38063,5946,2635,facebook,friend,strong,2021
38064,5946,1392,facebook,friend,medium,2012
38065,5946,4146,facebook,friend,weak,2019
38066,5946,220,twitter,follows,N/A,2022
38067,5946,6513,twitter,follows,N/A,2010
38068,5946,809,twitter,follows,N/A,2020
38069,5946,3870,twitter,follows,N/A,2012
38070,5946,3118,twitter,follows,N/A,2007
38071,6018,4748,facebook,friend,medium,2015
38072,6018,5796,facebook,friend,strong,2017
38073,6018,3674,facebook,friend,medium,2023
38074,6018,6399,facebook,friend,weak,2021
38075,6018,4525,facebook,friend,weak,2020
38076,6018,1454,facebook,friend,weak,2023
38077,6018,2977,twitter,follows,N/A,2016
38078,6018,1607,twitter,follows,N/A,2021
38079,6018,3608,twitter,follows,N/A,2016
38080,6018,4036,twitter,follows,N/A,2011
38081,6018,3221,twitter,follows,N/A,2014
38082,6018,3152,twitter,follows,N/A,2011
38083,6018,2665,twitter,follows,N/A,2020
38084,6018,5810,twitter,follows,N/A,2014
38085,6018,5300,twitter,follows,N/A,2019
38086,6018,5436,twitter,follows,N/A,2016
38087,6018,2438,twitter,follows,N/A,2020
38088,1813,4951,facebook,friend,weak,2016
38089,1813,1002,facebook,friend,weak,2021
38090,1813,4691,facebook,friend,medium,2022
38091,1813,1945,twitter,follows,N/A,2006
38092,1813,5568,twitter,follows,N/A,2017
38093,1813,209,twitter,follows,N/A,2020
38094,1813,6000,twitter,follows,N/A,2020
38095,1813,3326,twitter,follows,N/A,2010
38096,1271,3185,facebook,friend,medium,2023
38097,1271,6596,facebook,friend,medium,2018
38098,1271,3637,facebook,friend,medium,2009
38099,1271,7493,twitter,follows,N/A,2020
38100,1271,6867,twitter,follows,N/A,2023
38101,1271,4430,twitter,follows,N/A,2021
38102,1271,5857,twitter,follows,N/A,2013
38103,1271,3199,twitter,follows,N/A,2008
38104,1271,1827,twitter,follows,N/A,2006
38105,1271,4582,twitter,follows,N/A,2008
38106,1271,6629,twitter,follows,N/A,2022
38107,1271,5736,twitter,follows,N/A,2014
38108,5113,3185,facebook,friend,weak,2016
38109,5113,3880,facebook,friend,weak,2015
38110,5113,3090,twitter,follows,N/A,2009
38111,5113,896,twitter,follows,N/A,2007
38112,5113,4393,twitter,follows,N/A,2023
38113,5113,2210,twitter,follows,N/A,2021
38114,5113,2062,twitter,follows,N/A,2019
38115,6495,7400,facebook,friend,strong,2023
38116,6495,6251,facebook,friend,weak,2017
38117,6495,7090,twitter,follows,N/A,2016
38118,6495,1794,twitter,follows,N/A,2012
38119,6495,2922,twitter,follows,N/A,2006
38120,3077,5249,facebook,friend,weak,2020
38121,3077,1744,facebook,friend,medium,2014
38122,3077,468,twitter,follows,N/A,2013
38123,3077,417,twitter,follows,N/A,2017
38124,3077,6155,twitter,follows,N/A,2008
38125,3077,7413,twitter,follows,N/A,2020
38126,3077,7446,twitter,follows,N/A,2014
38127,3077,2584,twitter,follows,N/A,2009
38128,3077,5467,twitter,follows,N/A,2011
38129,3077,4536,twitter,follows,N/A,2022
38130,5573,6969,facebook,friend,medium,2021
38131,5573,1093,facebook,friend,weak,2017
38132,5573,7390,facebook,friend,weak,2013
38133,5573,199,facebook,friend,strong,2022
38134,5573,6323,facebook,friend,strong,2018
38135,5573,4170,facebook,friend,strong,2018
38136,5573,4905,twitter,follows,N/A,2020
38137,5573,6196,twitter,follows,N/A,2016
38138,5573,2575,twitter,follows,N/A,2017
38139,5573,594,twitter,follows,N/A,2019
38140,5573,2718,twitter,follows,N/A,2013
38141,5573,4424,twitter,follows,N/A,2015
38142,4742,7026,facebook,friend,medium,2022
38143,4742,768,facebook,friend,medium,2014
38144,4742,5924,facebook,friend,weak,2010
38145,4742,24,facebook,friend,weak,2014
38146,4742,6291,facebook,friend,strong,2019
38147,4742,7458,facebook,friend,weak,2017
38148,4742,5148,twitter,follows,N/A,2012
38149,4742,7283,twitter,follows,N/A,2017
38150,4742,3931,twitter,follows,N/A,2018
38151,4742,5219,twitter,follows,N/A,2023
38152,820,6432,facebook,friend,weak,2023
38153,820,7107,facebook,friend,weak,2014
38154,820,4979,facebook,friend,weak,2012
38155,820,2062,facebook,friend,strong,2010
38156,820,110,facebook,friend,medium,2014
38157,820,1433,facebook,friend,weak,2010
38158,820,5152,facebook,friend,strong,2017
38159,820,6649,facebook,friend,weak,2020
38160,820,1029,twitter,follows,N/A,2015
38161,820,5489,twitter,follows,N/A,2020
38162,820,106,twitter,follows,N/A,2019
38163,820,1816,twitter,follows,N/A,2021
38164,820,7437,twitter,follows,N/A,2009
38165,820,6416,twitter,follows,N/A,2007
38166,820,7164,twitter,follows,N/A,2017
38167,820,5823,twitter,follows,N/A,2009
38168,2313,2714,facebook,friend,medium,2016
38169,2313,7245,facebook,friend,medium,2017
38170,2313,5243,facebook,friend,medium,2016
38171,2313,465,twitter,follows,N/A,2006
38172,2313,7185,twitter,follows,N/A,2007
38173,2313,5569,twitter,follows,N/A,2022
38174,2313,7028,twitter,follows,N/A,2019
38175,2313,5572,twitter,follows,N/A,2021
38176,2313,4600,twitter,follows,N/A,2015
38177,2313,6598,twitter,follows,N/A,2007
38178,2313,329,twitter,follows,N/A,2009
38179,2313,998,twitter,follows,N/A,2020
38180,2008,4990,facebook,friend,strong,2008
38181,2008,4773,facebook,friend,medium,2009
38182,2008,3626,facebook,friend,weak,2021
38183,2008,6962,twitter,follows,N/A,2020
38184,2008,4317,twitter,follows,N/A,2013
38185,2008,5703,twitter,follows,N/A,2009
38186,2008,458,twitter,follows,N/A,2023
38187,2008,3955,twitter,follows,N/A,2015
38188,4518,2269,facebook,friend,weak,2018
38189,4518,293,facebook,friend,weak,2013
38190,4518,583,facebook,friend,medium,2016
38191,4518,7291,twitter,follows,N/A,2022
38192,4518,1849,twitter,follows,N/A,2014
38193,4518,1087,twitter,follows,N/A,2023
38194,4518,3896,twitter,follows,N/A,2017
38195,2642,439,facebook,friend,medium,2015
38196,2642,3418,facebook,friend,strong,2009
38197,2642,3667,facebook,friend,strong,2008
38198,2642,1394,facebook,friend,strong,2020
38199,2642,7088,facebook,friend,weak,2008
38200,2642,3364,twitter,follows,N/A,2007
38201,2642,6229,twitter,follows,N/A,2015
38202,2642,6771,twitter,follows,N/A,2016
38203,2642,1849,twitter,follows,N/A,2019
38204,2642,4588,twitter,follows,N/A,2012
38205,2642,4259,twitter,follows,N/A,2021
38206,2642,4979,twitter,follows,N/A,2019
38207,2642,432,twitter,follows,N/A,2014
38208,2642,6924,twitter,follows,N/A,2007
38209,4886,7293,facebook,friend,medium,2015
38210,4886,6925,facebook,friend,weak,2011
38211,4886,1878,twitter,follows,N/A,2014
38212,4886,6079,twitter,follows,N/A,2012
38213,4886,4107,twitter,follows,N/A,2023
38214,4886,3611,twitter,follows,N/A,2022
38215,4886,5836,twitter,follows,N/A,2007
38216,4886,6676,twitter,follows,N/A,2021
38217,4886,4912,twitter,follows,N/A,2010
38218,4886,4562,twitter,follows,N/A,2023
38219,4886,2069,twitter,follows,N/A,2023
38220,6836,1793,facebook,friend,strong,2011
38221,6836,4327,facebook,friend,medium,2019
38222,6836,1005,facebook,friend,strong,2018
38223,6836,60,facebook,friend,medium,2011
38224,6836,7018,facebook,friend,weak,2023
38225,6836,1062,facebook,friend,strong,2013
38226,6836,4485,facebook,friend,weak,2016
38227,6836,6347,facebook,friend,weak,2013
38228,6836,5559,twitter,follows,N/A,2008
38229,6836,5411,twitter,follows,N/A,2011
38230,6836,3436,twitter,follows,N/A,2020
38231,6836,4017,twitter,follows,N/A,2017
38232,6836,67,twitter,follows,N/A,2006
38233,2305,1670,facebook,friend,medium,2021
38234,2305,6715,facebook,friend,medium,2013
38235,2305,3866,facebook,friend,medium,2021
38236,2305,1002,twitter,follows,N/A,2016
38237,2305,3368,twitter,follows,N/A,2022
38238,2305,4184,twitter,follows,N/A,2011
38239,2305,1210,twitter,follows,N/A,2023
38240,2305,944,twitter,follows,N/A,2011
38241,2305,1472,twitter,follows,N/A,2006
38242,2305,5842,twitter,follows,N/A,2023
38243,2305,6330,twitter,follows,N/A,2014
38244,3915,4517,facebook,friend,strong,2014
38245,3915,6419,facebook,friend,strong,2012
38246,3915,4766,facebook,friend,weak,2008
38247,3915,7094,facebook,friend,medium,2011
38248,3915,448,facebook,friend,weak,2012
38249,3915,4838,facebook,friend,weak,2013
38250,3915,1041,twitter,follows,N/A,2006
38251,3915,4922,twitter,follows,N/A,2018
38252,3915,6056,twitter,follows,N/A,2021
38253,3915,2187,twitter,follows,N/A,2012
38254,3915,237,twitter,follows,N/A,2017
38255,3915,5067,twitter,follows,N/A,2021
38256,3846,5363,facebook,friend,strong,2008
38257,3846,6,facebook,friend,medium,2017
38258,3846,7254,twitter,follows,N/A,2023
38259,3846,5780,twitter,follows,N/A,2015
38260,3846,2175,twitter,follows,N/A,2021
38261,3846,4789,twitter,follows,N/A,2016
38262,3846,5742,twitter,follows,N/A,2009
38263,3846,6769,twitter,follows,N/A,2016
38264,3846,3900,twitter,follows,N/A,2012
38265,3846,3329,twitter,follows,N/A,2010
38266,3846,1452,twitter,follows,N/A,2014
38267,99,5118,facebook,friend,weak,2015
38268,99,545,facebook,friend,weak,2010
38269,99,2538,facebook,friend,weak,2008
38270,99,5297,facebook,friend,strong,2011
38271,99,5616,facebook,friend,strong,2016
38272,99,2557,twitter,follows,N/A,2017
38273,99,4187,twitter,follows,N/A,2020
38274,99,1516,twitter,follows,N/A,2020
38275,99,4208,twitter,follows,N/A,2014
38276,99,2279,twitter,follows,N/A,2010
38277,99,6567,twitter,follows,N/A,2008
38278,99,4115,twitter,follows,N/A,2007
38279,99,3479,twitter,follows,N/A,2016
38280,99,4054,twitter,follows,N/A,2007
38281,99,4126,twitter,follows,N/A,2023
38282,4392,5867,facebook,friend,strong,2016
38283,4392,1276,facebook,friend,medium,2020
38284,4392,800,facebook,friend,medium,2008
38285,4392,4976,facebook,friend,strong,2011
38286,4392,5777,facebook,friend,weak,2015
38287,4392,6234,facebook,friend,medium,2015
38288,4392,3382,facebook,friend,weak,2023
38289,4392,4362,twitter,follows,N/A,2012
38290,4392,3317,twitter,follows,N/A,2006
38291,4392,6063,twitter,follows,N/A,2022
38292,4392,5553,twitter,follows,N/A,2006
38293,4392,6093,twitter,follows,N/A,2014
38294,4392,7003,twitter,follows,N/A,2018
38295,4392,2905,twitter,follows,N/A,2021
38296,4392,3454,twitter,follows,N/A,2010
38297,4392,4471,twitter,follows,N/A,2013
38298,744,5385,facebook,friend,weak,2017
38299,744,1807,facebook,friend,weak,2013
38300,744,1047,facebook,friend,weak,2009
38301,744,6405,facebook,friend,weak,2014
38302,744,3424,facebook,friend,medium,2023
38303,744,2920,twitter,follows,N/A,2008
38304,744,2360,twitter,follows,N/A,2019
38305,744,1413,twitter,follows,N/A,2008
38306,744,3768,twitter,follows,N/A,2007
38307,744,6791,twitter,follows,N/A,2011
38308,744,1770,twitter,follows,N/A,2010
38309,744,6345,twitter,follows,N/A,2014
38310,744,4535,twitter,follows,N/A,2020
38311,744,7074,twitter,follows,N/A,2017
38312,6939,1255,facebook,friend,weak,2019
38313,6939,2924,facebook,friend,medium,2014
38314,6939,5606,facebook,friend,medium,2019
38315,6939,2387,facebook,friend,strong,2009
38316,6939,2825,facebook,friend,weak,2008
38317,6939,4879,facebook,friend,medium,2013
38318,6939,401,facebook,friend,medium,2012
38319,6939,6580,twitter,follows,N/A,2015
38320,6939,4752,twitter,follows,N/A,2017
38321,6939,7367,twitter,follows,N/A,2022
38322,6939,3400,twitter,follows,N/A,2006
38323,6939,6973,twitter,follows,N/A,2009
38324,6939,1233,twitter,follows,N/A,2022
38325,6939,5947,twitter,follows,N/A,2006
38326,480,4512,facebook,friend,weak,2008
38327,480,6876,facebook,friend,strong,2018
38328,480,2917,facebook,friend,strong,2014
38329,480,3266,facebook,friend,weak,2016
38330,480,3619,facebook,friend,weak,2010
38331,480,2389,twitter,follows,N/A,2009
38332,480,5710,twitter,follows,N/A,2023
38333,480,4658,twitter,follows,N/A,2009
38334,480,1893,twitter,follows,N/A,2013
38335,480,1582,twitter,follows,N/A,2013
38336,480,4809,twitter,follows,N/A,2016
38337,480,4805,twitter,follows,N/A,2008
38338,4956,4949,facebook,friend,weak,2010
38339,4956,307,facebook,friend,weak,2023
38340,4956,30,facebook,friend,medium,2023
38341,4956,1213,facebook,friend,medium,2010
38342,4956,7311,facebook,friend,medium,2014
38343,4956,572,facebook,friend,strong,2015
38344,4956,1198,twitter,follows,N/A,2008
38345,4956,2792,twitter,follows,N/A,2008
38346,4956,6307,twitter,follows,N/A,2010
38347,4956,124,twitter,follows,N/A,2019
38348,4956,2954,twitter,follows,N/A,2009
38349,4956,4720,twitter,follows,N/A,2010
38350,4956,386,twitter,follows,N/A,2016
38351,4956,3164,twitter,follows,N/A,2018
38352,7282,3670,facebook,friend,weak,2015
38353,7282,6974,facebook,friend,weak,2014
38354,7282,6484,facebook,friend,weak,2020
38355,7282,5864,facebook,friend,weak,2010
38356,7282,7101,facebook,friend,weak,2008
38357,7282,4882,facebook,friend,medium,2016
38358,7282,5141,twitter,follows,N/A,2023
38359,7282,625,twitter,follows,N/A,2013
38360,7282,5612,twitter,follows,N/A,2009
38361,7282,5451,twitter,follows,N/A,2006
38362,7282,4556,twitter,follows,N/A,2010
38363,6675,5782,facebook,friend,weak,2015
38364,6675,2549,facebook,friend,weak,2016
38365,6675,790,facebook,friend,weak,2008
38366,6675,6626,facebook,friend,medium,2013
38367,6675,6079,facebook,friend,weak,2010
38368,6675,3567,facebook,friend,weak,2008
38369,6675,6919,facebook,friend,weak,2018
38370,6675,3549,facebook,friend,medium,2022
38371,6675,796,twitter,follows,N/A,2017
38372,6675,5323,twitter,follows,N/A,2016
38373,6675,5545,twitter,follows,N/A,2010
38374,1157,3993,facebook,friend,weak,2012
38375,1157,5854,facebook,friend,medium,2018
38376,1157,4947,facebook,friend,weak,2018
38377,1157,6963,twitter,follows,N/A,2008
38378,1157,3477,twitter,follows,N/A,2008
38379,1157,5192,twitter,follows,N/A,2010
38380,1157,565,twitter,follows,N/A,2014
38381,1157,118,twitter,follows,N/A,2017
38382,1157,5225,twitter,follows,N/A,2019
38383,1157,283,twitter,follows,N/A,2016
38384,1157,1653,twitter,follows,N/A,2006
38385,1157,3932,twitter,follows,N/A,2015
38386,1157,5244,twitter,follows,N/A,2017
38387,6419,7466,facebook,friend,medium,2023
38388,6419,4231,facebook,friend,weak,2020
38389,6419,2888,facebook,friend,medium,2023
38390,6419,2148,twitter,follows,N/A,2015
38391,6419,2994,twitter,follows,N/A,2013
38392,6419,3429,twitter,follows,N/A,2014
38393,6419,1616,twitter,follows,N/A,2013
38394,6419,3296,twitter,follows,N/A,2011
38395,6419,1282,twitter,follows,N/A,2012
38396,6419,4852,twitter,follows,N/A,2006
38397,6261,4142,facebook,friend,weak,2015
38398,6261,5979,facebook,friend,medium,2013
38399,6261,5618,facebook,friend,weak,2015
38400,6261,6785,facebook,friend,medium,2008
38401,6261,879,facebook,friend,weak,2022
38402,6261,3513,facebook,friend,medium,2020
38403,6261,357,twitter,follows,N/A,2007
38404,6261,5756,twitter,follows,N/A,2016
38405,6261,2529,twitter,follows,N/A,2010
38406,6261,1518,twitter,follows,N/A,2014
38407,6261,7040,twitter,follows,N/A,2017
38408,6261,4929,twitter,follows,N/A,2016
38409,6261,1358,twitter,follows,N/A,2010
38410,1437,3583,facebook,friend,strong,2011
38411,1437,3883,facebook,friend,weak,2010
38412,1437,6184,facebook,friend,weak,2018
38413,1437,23,facebook,friend,weak,2023
38414,1437,2738,facebook,friend,medium,2010
38415,1437,6301,facebook,friend,medium,2021
38416,1437,4954,facebook,friend,weak,2012
38417,1437,3288,facebook,friend,medium,2022
38418,1437,6620,twitter,follows,N/A,2010
38419,1437,4131,twitter,follows,N/A,2010
38420,1437,1390,twitter,follows,N/A,2010
38421,1437,2409,twitter,follows,N/A,2010
38422,1437,113,twitter,follows,N/A,2019
38423,1437,2679,twitter,follows,N/A,2014
38424,2414,6558,facebook,friend,weak,2015
38425,2414,3756,facebook,friend,weak,2019
38426,2414,6202,facebook,friend,weak,2009
38427,2414,1494,facebook,friend,weak,2010
38428,2414,69,twitter,follows,N/A,2018
38429,2414,6136,twitter,follows,N/A,2008
38430,2414,1883,twitter,follows,N/A,2012
38431,2414,6689,twitter,follows,N/A,2016
38432,4383,3133,facebook,friend,medium,2014
38433,4383,4238,facebook,friend,medium,2017
38434,4383,4918,facebook,friend,weak,2014
38435,4383,553,twitter,follows,N/A,2008
38436,4383,5817,twitter,follows,N/A,2012
38437,4383,4104,twitter,follows,N/A,2012
38438,4383,1253,twitter,follows,N/A,2010
38439,4383,6786,twitter,follows,N/A,2010
38440,4383,3930,twitter,follows,N/A,2014
38441,4383,7049,twitter,follows,N/A,2011
38442,4383,5557,twitter,follows,N/A,2006
38443,4383,1511,twitter,follows,N/A,2010
38444,4383,1958,twitter,follows,N/A,2021
38445,402,3932,facebook,friend,weak,2021
38446,402,3425,facebook,friend,weak,2013
38447,402,3765,facebook,friend,weak,2014
38448,402,5165,facebook,friend,weak,2017
38449,402,1661,facebook,friend,weak,2009
38450,402,7308,facebook,friend,medium,2022
38451,402,4544,twitter,follows,N/A,2009
38452,402,2697,twitter,follows,N/A,2015
38453,402,4899,twitter,follows,N/A,2006
38454,402,3556,twitter,follows,N/A,2018
38455,402,471,twitter,follows,N/A,2017
38456,402,275,twitter,follows,N/A,2015
38457,402,2452,twitter,follows,N/A,2012
38458,402,6347,twitter,follows,N/A,2011
38459,402,2845,twitter,follows,N/A,2007
38460,402,3313,twitter,follows,N/A,2014
38461,402,772,twitter,follows,N/A,2013
38462,402,7040,twitter,follows,N/A,2022
38463,2195,508,facebook,friend,medium,2019
38464,2195,1784,facebook,friend,weak,2013
38465,2195,1481,twitter,follows,N/A,2019
38466,2195,1299,twitter,follows,N/A,2008
38467,2195,140,twitter,follows,N/A,2021
38468,2195,3558,twitter,follows,N/A,2015
